timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-PECI Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
172058781,1416305,1596,48,7.316969,2.304778,0.152222,4.637003,7.376004,21.169906,21.169906,3.912492,0.77478,0.0
172059779,1417303,798,47,7.316429,2.302284,0.149945,5.074056,7.27495,20.86251,20.86251,3.820677,0.726929,0.0
172100794,1418318,1166,48,7.332546,2.675374,0.179632,5.143229,7.769887,21.877923,21.877923,3.901179,0.741577,0.0
172101775,1419299,1818,47,7.278135,1.224674,0.081075,4.602356,5.826933,17.893704,17.893704,3.56526,0.799683,0.921875
172102790,1420314,1496,48,7.282024,2.183317,0.076057,5.467006,7.386201,21.700704,21.740835,4.10491,0.754395,0.0
172103791,1421315,1941,48,7.274352,2.145996,0.132202,5.710602,6.945251,19.921959,19.883135,3.693588,0.815796,1.109375
172104791,1422315,1443,48,7.298471,2.930617,0.16526,5.569458,7.955452,21.950523,21.928616,3.866678,0.770752,0.921875
172105790,1423314,1197,47,7.283036,2.05057,0.141175,5.480957,6.842016,19.797951,19.817749,3.671274,0.751587,0.0
172106789,1424313,1335,47,7.274985,2.264131,0.137701,4.798889,7.065502,20.105371,20.105371,3.683167,0.752808,0.0
172107787,1425311,873,51,7.340715,3.822575,0.265106,5.297089,9.146466,23.909896,23.909896,4.009644,0.739258,0.0
172108788,1426312,1512,48,7.319382,2.064008,0.17137,5.89338,6.720511,19.179411,19.179411,3.542059,0.806519,0.0
172109803,1427327,1197,48,7.308189,2.126584,0.133882,5.384173,7.002425,20.252525,20.252525,3.751591,0.744263,0.0
172110784,1428308,1677,48,7.29208,1.992798,0.16156,4.699454,6.85675,19.867666,19.867666,3.722241,0.804565,0.0
172111796,1429320,1846,49,7.328793,3.272923,0.131349,5.327497,8.338526,22.426469,22.426469,3.91832,0.796509,0.0
172112791,1430315,1275,48,7.330985,2.382512,0.140418,5.191439,7.382869,21.094967,21.094967,3.853236,0.740967,0.0
172113790,1431314,1496,49,7.314764,2.087265,0.138371,5.204264,6.867357,19.830905,19.830905,3.668237,0.76001,0.984375
172114805,1432329,1222,48,7.304515,2.156638,0.153394,5.322266,7.02171,20.166737,20.185146,3.725037,0.8125,0.0
172115786,1433310,1049,48,7.301771,2.309692,0.134521,5.16183,7.203125,20.424528,20.43457,3.77466,0.986328,1.0
172116801,1434325,1098,49,7.356066,3.713677,0.126867,5.135091,8.870611,23.488456,23.467272,3.99973,0.745239,0.0
172117805,1435329,1297,48,7.351584,2.353333,0.133362,4.97818,7.236084,20.633972,20.603184,3.76045,0.751587,0.0
172118789,1436313,1156,48,7.332822,2.055859,0.132202,4.821777,6.823829,19.622316,19.622316,3.656328,0.762085,0.0
172119819,1437343,1297,48,7.321342,2.200856,0.15621,5.868094,6.988872,19.94516,19.94516,3.670305,0.730957,0.0
172120784,1438308,1496,48,7.295968,1.733615,0.072329,5.372007,6.605554,19.968392,19.987798,3.817359,0.777832,0.0
172121816,1439340,1016,46,7.24395,1.194811,0.074463,5.045573,5.760948,17.913787,17.929409,3.548587,0.735474,0.0
172122804,1440328,1497,47,7.233127,2.184422,0.163601,4.943007,6.949426,19.8239,19.809306,3.62964,0.765259,0.0
172123804,1441328,798,49,7.251627,2.852468,0.128406,5.452474,7.75504,21.258291,21.258291,3.783191,0.724365,0.0
