timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-Effective EWMA PeciMmio(Watts),Power-MSR Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
121441123,5608746,979,45,6.407172,1.365495,0.093789,4.53328,5.992565,6.700869,17.962888,3.59485,0.732178,0.0
121442147,5609770,2109,45,6.407507,1.505246,0.091615,4.8198,6.416661,6.69083,19.538671,3.859979,0.763916,0.0
121443122,5610745,1528,47,6.470777,2.853408,0.092297,5.19015,8.135855,6.743677,22.537187,4.170278,0.756714,0.921875
121444143,5611766,2048,46,6.465951,1.501878,0.091741,4.738434,6.332053,6.729358,19.018455,3.786619,0.825806,0.0
121445137,5612760,1311,45,6.449069,1.344326,0.095076,4.56402,6.003423,6.702862,17.828662,3.600536,0.886108,0.921875
121446130,5613753,1397,45,6.433697,1.367273,0.09057,4.558233,6.016077,6.678456,18.111599,3.615872,0.739258,0.0
121447141,5614764,1211,46,6.433618,1.591217,0.091338,4.748902,6.431457,6.669705,19.282197,3.799101,0.82666,0.0
121448138,5615761,1273,47,6.488846,2.808462,0.090798,5.063926,7.963186,6.716456,22.048497,4.077148,0.73999,0.0
121449131,5616754,1443,46,6.46933,1.280514,0.091032,4.569209,5.940755,6.688863,17.765267,3.586702,0.811035,0.0
121450136,5617759,898,46,6.461732,1.443392,0.093059,4.718638,6.255089,6.673464,18.896287,3.769721,0.740601,0.0
121451147,5618770,1597,45,6.441537,1.331246,0.091795,4.476599,5.89964,6.645689,17.628664,3.517651,0.728027,0.0
121452142,5619765,1596,46,6.443349,1.713037,0.090192,4.688577,6.491806,6.640144,19.366213,3.774329,0.767944,0.0
121453138,5620761,1745,46,6.481516,2.173428,0.092901,5.250004,7.516332,6.671311,22.097359,4.239035,0.803589,0.921875
121454148,5621771,1755,45,6.525339,2.671085,0.093514,4.948873,7.713471,6.708382,21.355434,3.952195,0.751587,0.0
121455143,5622766,1317,45,6.514718,1.497444,0.091824,4.641932,6.2312,6.691152,18.449434,3.677958,0.744263,0.0
121456149,5623772,1482,45,6.492855,1.28475,0.093612,4.519859,5.898221,6.715793,17.750116,3.569206,0.792236,0.0
121457143,5624766,1420,45,6.483515,1.443569,0.092129,4.697472,6.23317,6.698453,18.966781,3.769148,0.770752,0.0
121458154,5625777,1677,47,6.552608,3.04389,0.09269,5.295184,8.431764,6.759986,23.398732,4.274853,0.811157,0.0
121459149,5626772,1974,48,6.595595,2.412006,0.095266,5.235854,7.743125,6.795449,22.348768,4.212573,0.766602,0.0
121500146,5627769,1277,46,6.589107,1.66405,0.092869,4.656487,6.413405,6.781845,18.660117,3.68182,0.741577,0.0
121501153,5628776,1364,46,6.581388,1.630975,0.09382,4.647312,6.372107,6.766385,18.833233,3.692045,0.759521,0.921875
121502152,5629775,1597,46,6.566388,1.435054,0.092766,4.636062,6.163883,6.74476,18.546098,3.695682,0.742432,0.0
121503146,5630769,1208,46,6.625789,2.852813,0.09406,5.286085,8.232958,6.797803,23.089716,4.290582,0.796631,0.0
121504155,5631778,1536,46,6.660948,2.292127,0.093146,5.228908,7.614182,6.826843,22.452542,4.188813,1.243896,0.0
121505146,5632769,1858,46,6.688629,2.529662,0.095999,4.803449,7.42911,6.848546,19.905333,3.783816,0.741577,0.0
121506153,5633776,998,46,6.665107,1.296751,0.091983,4.635965,6.024699,6.819358,18.347082,3.693954,0.769409,0.921875
121507165,5634788,2120,46,6.656207,1.667524,0.090458,4.658916,6.416898,6.804913,19.108727,3.733317,0.917969,0.0
121508141,5635764,1153,43,6.691313,2.232177,0.089085,5.304337,7.625599,6.834634,22.380039,4.28769,0.812866,0.0
121509158,5636781,1384,46,6.717249,2.443785,0.091021,4.901332,7.436137,6.855557,20.198626,3.865873,0.745361,0.0
121510152,5637775,1149,46,6.705466,1.499498,0.094311,4.799354,6.393163,6.838746,19.251915,3.844375,0.75,0.0
121511159,5638782,1818,45,6.697337,1.560607,0.100373,4.815262,6.476242,6.82589,19.306041,3.825546,0.738037,0.0
121512147,5639770,1676,46,6.693643,1.537092,0.101463,4.956091,6.594646,6.817573,20.06905,4.009973,0.791138,0.921875
121513171,5640794,1114,46,6.707289,1.850287,0.101169,5.129303,7.080758,6.826851,20.803042,4.100054,0.766968,0.921875
121514151,5641774,1839,46,6.70011,1.627823,0.101705,4.781643,6.511171,6.815295,19.320899,3.80706,0.733765,0.0
121515162,5642785,798,46,6.675426,1.25408,0.100876,4.641344,5.9963,7.15672,18.456931,3.720024,0.742676,0.0
121516152,5643775,1588,45,6.653554,1.298373,0.100354,4.669729,6.068457,7.117503,18.419551,3.713164,0.766602,0.921875
121517161,5644784,1605,45,6.652461,1.619125,0.102546,4.901013,6.622684,7.100008,19.779024,3.934335,0.841431,0.0
121518165,5645788,1358,46,6.686192,2.494396,0.098539,4.995567,7.588503,7.031107,21.418738,4.032135,0.863281,0.0
121519157,5646780,1312,45,6.667095,1.374932,0.101644,4.677021,6.153597,7.035055,18.119243,3.658465,1.037964,0.0
121520167,5647790,1397,45,6.65022,1.387442,0.101766,4.701579,6.190788,7.005174,18.676574,3.749487,0.743164,0.0
121521157,5648780,1102,45,6.62978,1.323696,0.097439,4.663001,6.084137,6.971885,18.450885,3.699674,1.07312,0.0
121522164,5649787,1702,46,6.628998,1.669324,0.099769,4.838535,6.607628,6.959032,19.744318,3.887939,0.768066,0.0
121523169,5650792,912,46,6.635703,1.700153,0.099447,5.015448,6.815047,6.953849,20.18809,3.989832,0.75293,0.0
121524161,5651784,1648,46,6.617775,1.322955,0.100307,4.712473,6.135735,6.924514,18.885153,3.811718,0.733398,0.0
121525170,5652793,1207,45,6.60584,1.406946,0.102382,4.771571,6.280899,6.901711,18.829899,3.758953,0.776001,0.921875
121526165,5653788,1098,46,6.592462,1.384875,0.098237,4.751487,6.234599,6.877648,18.829467,3.799952,0.740967,0.0
121527171,5654794,1596,45,6.592709,1.596861,0.098553,4.904004,6.599419,6.86778,19.969733,3.94954,0.752441,0.0
121528168,5655791,1019,45,6.606946,1.84704,0.09561,5.045512,6.988162,6.872114,20.544688,4.032196,0.743774,0.0
121529173,5656796,1044,45,6.589994,1.306899,0.098379,4.725603,6.13088,6.933913,18.659844,3.782035,0.739136,0.0
121530160,5657783,1398,45,6.605058,2.114041,0.099395,4.796661,7.010098,6.936642,19.913206,3.827464,0.733765,0.0
121531186,5658809,1318,45,6.590927,1.354708,0.094985,4.754496,6.20419,6.910823,18.713515,3.774666,0.768677,0.921875
121532165,5659788,2066,47,6.589417,1.624451,0.096907,4.82834,6.549698,6.897591,19.655164,3.877398,0.763062,0.0
121533171,5660794,1298,46,6.599353,1.780845,0.093388,4.998786,6.873019,6.89673,20.413763,4.02751,0.746826,0.0
121534181,5661804,1427,45,6.580359,1.301719,0.096624,4.671831,6.070174,6.867062,18.20169,3.665204,0.729492,0.0
121535170,5662793,1283,45,6.571582,1.508958,0.096568,4.731494,6.33702,6.951887,19.042182,3.788531,0.736328,0.0
121536177,5663800,1108,43,6.55514,1.287293,0.095965,4.722852,6.10611,6.922013,18.610729,3.754927,0.732056,0.0
121537189,5664812,1425,45,6.536125,1.342107,0.094795,4.5895,6.026403,6.889835,18.169505,3.642714,0.776245,0.921875
121538181,5665804,1398,45,6.552014,1.83039,0.096266,5.049964,6.976621,6.87687,20.738853,4.059955,0.729248,0.0
121539189,5666812,998,0,6.535975,1.397607,0.093456,4.609133,6.100196,6.849326,18.321499,3.666047,0.757202,0.0
121540183,5667806,1297,45,6.527386,1.428659,0.096977,4.771531,6.297167,6.829468,19.082893,3.793798,0.733032,0.0
121541191,5668814,1004,46,6.510944,1.450674,0.095387,4.518626,6.064686,6.802291,18.097108,3.589027,0.756226,0.0
121542186,5669809,1901,46,6.514742,1.617856,0.097499,4.901317,6.616672,6.795615,19.98729,3.941612,0.803223,0.0
121543178,5670801,999,45,6.510746,1.554162,0.095318,4.753022,6.402502,6.781631,19.115782,3.775101,0.739014,0.0
121544186,5671809,1218,45,6.498484,1.300954,0.096572,4.766778,6.164304,6.75976,18.839313,3.79224,0.761963,0.921875
121545197,5672820,1001,45,6.491579,1.773588,0.099931,4.433164,6.306683,6.753714,18.102979,3.484393,0.734009,0.0
121546190,5673813,898,45,6.460715,1.172346,0.099552,4.365734,5.637632,6.713415,17.045213,3.446858,0.748047,0.0
121547182,5674805,1676,45,6.444178,1.351273,0.098789,4.543393,5.993455,6.687908,18.352078,3.64199,0.774292,0.921875
121548188,5675811,1051,45,6.478546,2.43588,0.095176,4.881243,7.412299,6.713598,20.778287,3.892899,0.728882,0.0
121549194,5676817,1217,45,6.448034,1.228841,0.098689,4.300944,5.628474,6.619313,16.743756,3.356146,0.731812,0.0
121550192,5677815,1215,45,6.424088,1.279132,0.096311,4.406759,5.782201,6.589236,17.46729,3.488599,0.759521,0.0
121551184,5678807,953,46,6.409739,1.631681,0.099136,4.290686,6.021503,6.569001,17.458256,3.381947,0.773071,0.921875
121552194,5679817,1671,46,6.409318,1.577851,0.095622,4.724368,6.397841,6.562943,19.319534,3.796424,0.734985,0.0
121553188,5680811,1556,45,6.398975,1.372416,0.09442,4.656018,6.122853,6.547068,18.417706,3.679979,0.761719,0.921875
121554199,5681822,1248,45,6.384096,1.280265,0.095605,4.603979,5.979849,6.526932,18.103285,3.637302,0.72876,0.0
121555189,5682812,1597,45,6.378726,1.421678,0.09599,4.717698,6.235366,6.54913,18.855461,3.769389,0.747559,0.0
121556195,5683818,1667,45,6.358935,1.255078,0.097138,4.466202,5.818417,6.523347,17.581701,3.53782,0.739014,0.0
121557206,5684829,1007,49,6.360158,1.597421,0.095106,4.700497,6.393023,6.518669,20.251538,3.78424,1.110352,0.0
121558201,5685824,1997,45,6.40082,2.472346,0.095775,4.917069,7.48519,6.553602,19.91521,3.894115,0.735718,0.0
121559192,5686815,1231,46,6.385419,1.287064,0.093726,4.587493,5.968283,6.53276,18.120748,3.638715,0.74646,0.0
121600205,5687828,1484,46,6.379124,1.526495,0.098149,4.582754,6.207399,6.521256,18.391148,3.632453,0.73938,0.0
121601200,5688823,1224,46,6.368547,1.355185,0.098572,4.633008,6.086766,6.505537,18.432013,3.679376,0.73291,0.0
121602209,5689832,1505,46,6.363437,1.433405,0.094869,4.69633,6.224603,6.495554,19.029256,3.770528,0.75293,0.0
121603201,5690824,1098,45,6.383359,1.791231,0.096266,5.028228,6.915725,6.510695,20.510901,3.992414,0.728149,0.0
121604206,5691829,1081,45,6.367782,1.325317,0.095394,4.523424,5.944136,6.490602,17.933457,3.589334,0.737061,0.0
121605197,5692820,1398,45,6.358543,1.359995,0.097547,4.652303,6.109844,6.47695,18.393002,3.68746,0.74353,0.0
121606209,5693832,1604,45,6.344763,1.308783,0.094411,4.566807,5.970001,6.458989,18.072792,3.618715,0.740845,0.0
